id,points_of_interest
01102103,3
01103105,1
01103106,1
01103107,2
01103108,1
01104110,1
01104111,1
01105113,2
01105114,4
01106117,1
01107120,1
01108122,1
01108123,1
01108124,1
01108127,1
01111128,3
01111129,3
01112130,7
01113131,1
01114133,1
01115134,1
01116136,2
01116137,1
01120141,1
02201203,1
02201206,1
02202207,2
02203208,1
02203209,2
02203210,3
02205215,1
02205217,1
02208220,3
02209221,2
02211223,2
02213226,2
02214227,1
03301301,1
03301304,1
03301310,1
03302311,3
03303314,1
03304315,1
03305317,3
03306318,2
03307319,3
04402403,5
04402405,2
04403406,3
04404407,1
04405408,1
04405411,1
04406414,1
04407416,1
04407417,1
04408420,1
04409424,2
04409425,5
04410426,1
04410428,1
04410429,2
04411430,3
04412431,6
04413432,15
05501501,1
05501503,1
05501504,1
05502506,1
05502508,1
05502509,1
05503510,1
05503511,1
05504512,3
05505513,4
05506514,8
05507515,13
05508516,1
05509517,2
05511519,1
05512520,2
05513521,1
05514522,2
05515523,1
05516524,2
05517525,2
05518526,4
06601601,3
06602602,2
06602603,2
06603604,1
06606607,1
06612613,1
06614615,4
07701701,2
07701702,1
07708709,1
07709710,5
07710711,3
07713714,3
07714715,6
07716717,1
