id,points_of_interest
01101101,62
01101102,72
01102103,52
01102104,16
01103105,38
01103106,13
01103107,30
01103108,60
01104109,23
01104110,18
01104111,32
01104112,50
01105113,26
01105114,61
01106115,8
01106116,3
01106117,12
01106118,1
01107119,2
01107120,1
01108121,2
01108122,3
01108123,2
01108124,2
01108125,2
01108127,1
01111128,7
01111129,4
01112130,20
01113131,2
01114132,2
01114133,5
01115134,5
01116135,2
01116136,5
01116137,23
01119140,2
01120141,8
02201201,17
02201202,20
02201203,2
02201204,11
02201205,3
02201206,5
02202207,55
02203208,5
02203209,2
02203210,11
02204211,11
02204212,5
02204213,45
02204214,27
02205215,13
02205216,14
02205217,10
02206218,11
02207219,9
02208220,10
02209221,4
02210222,10
02211223,20
02212225,1
02213226,5
02214227,7
03301301,4
03301302,5
03301303,15
03301305,11
03301306,9
03301307,7
03301308,13
03301309,15
03301310,14
03302311,34
03302312,44
03303313,8
03303314,7
03304315,11
03304316,17
03305317,8
03306318,19
03307319,13
03308320,8
03309321,13
04401401,25
04402403,17
04402404,18
04402405,6
04403406,4
04404407,9
04405408,10
04405409,25
04405410,7
04405411,10
04405412,14
04405413,26
04406414,17
04406415,20
04407416,5
04407417,9
04408418,4
04408419,4
04408420,7
04408421,4
04408422,4
04408423,7
04409424,5
04409425,2
04410426,2
04410427,20
04410428,7
04410429,15
04411430,8
04412431,17
04413432,15
05501501,10
05501502,3
05501503,4
05501504,5
05502505,14
05502506,1
05502507,10
05502508,4
05502509,2
05503510,5
05503511,3
05504512,7
05505513,7
05506514,13
05507515,22
05508516,1
05509517,4
05510518,7
05511519,11
05512520,5
05513521,2
05514522,6
05515523,4
05516524,3
05517525,12
05518526,27
06601601,19
06602602,22
06602603,8
06603604,2
06606607,6
06607608,2
06609610,1
06611612,3
06612613,1
06613614,1
06614615,3
07701701,9
07701702,32
07704705,6
07705706,1
07706707,2
07707708,1
07708709,6
07709710,7
07710711,8
07711712,1
07712713,1
07713714,2
07714715,9
07715716,1
07716717,2
07717718,1
