id,points_of_interest
01102104,2
01103105,1
01104109,3
01104110,1
01104111,4
01104112,5
01105113,2
01105114,2
01106115,1
01106118,1
01107120,1
01108121,1
01108122,1
01108123,2
01111129,4
01112130,10
01114133,1
01115134,6
01116136,2
01116137,9
02201202,1
02201204,3
02201205,1
02202207,1
02203209,1
02203210,3
02204211,2
02204212,1
02204213,1
02205215,2
02205216,1
02206218,2
02208220,8
02209221,3
02213226,1
02214227,2
03301306,2
03301309,2
03301310,2
03303313,1
03306318,2
03307319,1
03308320,2
03309321,2
04401401,1
04402403,1
04402404,1
04403406,1
04404407,1
04405409,1
04405411,1
04407417,1
04408419,2
04408422,3
04408423,1
04409425,4
04410426,1
04410427,1
04410429,1
04413432,7
05501501,1
05502509,1
05503510,1
05504512,3
05506514,1
05507515,3
05508516,5
05512520,2
05514522,1
05518526,15
06601601,7
06602602,4
06606607,1
06609610,1
06610611,3
07701701,6
07701702,3
07710711,5
07713714,1
07714715,3
07716717,1
