id,points_of_interest
01101101,16
01101102,17
01102103,6
01102104,2
01103105,5
01103106,21
01103107,4
01103108,16
01104109,17
01104110,16
01104111,21
01104112,14
01105113,6
01105114,8
01106115,1
01106116,3
01106117,2
01107119,2
01107120,5
01108121,1
01108122,2
01108123,1
01108124,1
01108127,2
01111128,2
01111129,16
01112130,55
01114132,11
01114133,7
01115134,2
01116135,1
01116136,11
01116137,15
01117138,3
01118139,1
01119140,1
01120141,7
02201201,8
02201202,10
02201203,4
02201204,2
02201205,10
02201206,1
02202207,4
02203208,1
02203209,10
02203210,2
02204211,1
02204212,3
02204213,1
02204214,2
02205215,6
02205216,14
02205217,4
02206218,1
02207219,8
02208220,22
02209221,16
02210222,2
02211223,1
02212225,3
03301301,3
03301304,3
03301306,1
03301308,1
03301309,2
03301310,1
03302311,2
03302312,39
03303313,11
03303314,2
03304315,1
03305317,6
03306318,17
03307319,5
03308320,8
03309321,15
04401401,1
04402403,12
04404407,2
04405408,13
04405409,32
04405413,1
04406414,2
04406415,3
04407416,2
04407417,1
04408421,1
04408422,2
04408423,1
04409424,3
04409425,11
04410426,1
04410427,1
04410428,2
04411430,8
04412431,5
04413432,38
05501502,1
05501503,1
05501504,2
05502505,5
05502506,3
05502507,4
05502508,6
05502509,6
05503510,1
05503511,2
05504512,44
05505513,10
05506514,10
05507515,30
05508516,5
05509517,1
05510518,2
05511519,9
05512520,4
05513521,1
05516524,5
05517525,11
05518526,49
06601601,23
06602602,15
06602603,30
06605606,1
06606607,1
06610611,3
06614615,33
07701701,16
07701702,19
07706707,1
07708709,1
07709710,4
07710711,10
07711712,1
07712713,1
07713714,7
07714715,14
